"HS2","HS2 ID","HS4","HS4 ID","Section","Section ID","Time","Time ID","Trade Value"
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,"Limestone",52521,"Mineral Products",5,2019,NaN,17330
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,"Quicklime",52522,"Mineral Products",5,2019,NaN,46577
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,"Cement",52523,"Mineral Products",5,2019,NaN,140553
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,"Mica",52525,"Mineral Products",5,2019,NaN,572528
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,"Soapstone",52526,"Mineral Products",5,2019,NaN,20090533
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,"Borax",52528,"Mineral Products",5,2019,NaN,96447
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,"Feldspar",52529,"Mineral Products",5,2019,NaN,65464
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,"Other Mineral",52530,"Mineral Products",5,2019,NaN,3530842
"Ores, slag and ash",526,"Copper Ore",52603,"Mineral Products",5,2019,NaN,4181537
"Ores, slag and ash",526,"Nickel Ore",52604,"Mineral Products",5,2019,NaN,2625
"Ores, slag and ash",526,"Aluminium Ore",52606,"Mineral Products",5,2019,NaN,527328
"Ores, slag and ash",526,"Lead Ore",52607,"Mineral Products",5,2019,NaN,135960995
"Ores, slag and ash",526,"Zinc Ore",52608,"Mineral Products",5,2019,NaN,44275
"Ores, slag and ash",526,"Tin Ores",52609,"Mineral Products",5,2019,NaN,6649
"Ores, slag and ash",526,"Uranium and Thorium Ore",52612,"Mineral Products",5,2019,NaN,693963
"Ores, slag and ash",526,"Molybdenum Ore",52613,"Mineral Products",5,2019,NaN,10008719
"Ores, slag and ash",526,"Titanium Ore",52614,"Mineral Products",5,2019,NaN,7208919
"Ores, slag and ash",526,"Niobium, Tantalum, Vanadium and Zirconium Ore",52615,"Mineral Products",5,2019,NaN,32314337
"Ores, slag and ash",526,"Precious Metal Ore",52616,"Mineral Products",5,2019,NaN,11523
"Ores, slag and ash",526,"Granulated Slag",52618,"Mineral Products",5,2019,NaN,16046
"Ores, slag and ash",526,"Non-Iron and Steel Slag, Ash and Residues",52620,"Mineral Products",5,2019,NaN,411475
"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",527,"Coal Briquettes",52701,"Mineral Products",5,2019,NaN,9736800
"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",527,"Lignite",52702,"Mineral Products",5,2019,NaN,821823
"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",527,"Coke",52704,"Mineral Products",5,2019,NaN,4441
