hs2,hs2_id,hs4,hs4_id,section,section_id,time,time_id,trade_value,type
"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",527,Peat,52703,Mineral Products,5,2017,NA,8566,Export--US to China
"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",527,Coke,52704,Mineral Products,5,2017,NA,97677,Export--US to China
"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",527,Non-Petroleum Gas,52705,Mineral Products,5,2017,NA,3840,Export--US to China
"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",527,Tar,52706,Mineral Products,5,2017,NA,86349,Export--US to China
"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",527,Coal Tar Oil,52707,Mineral Products,5,2017,NA,145224870,Export--US to China
"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",527,Crude Petroleum,52709,Mineral Products,5,2017,NA,4378735544,Export--US to China
"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",527,Refined Petroleum,52710,Mineral Products,5,2017,NA,831697724,Export--US to China
"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",527,Petroleum Gas,52711,Mineral Products,5,2017,NA,2359079106,Export--US to China
"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",527,Petroleum Jelly,52712,Mineral Products,5,2017,NA,15964762,Export--US to China
"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",527,Petroleum Coke,52713,Mineral Products,5,2017,NA,351018706,Export--US to China
"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",527,Asphalt,52714,Mineral Products,5,2017,NA,800723,Export--US to China
"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",527,Asphalt Mixtures,52715,Mineral Products,5,2017,NA,7722141,Export--US to China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Halogens,62801,Chemical Products,6,2017,NA,8610313,Export--US to China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Sulfur,62802,Chemical Products,6,2017,NA,752480,Export--US to China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Carbon,62803,Chemical Products,6,2017,NA,52323795,Export--US to China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Hydrogen,62804,Chemical Products,6,2017,NA,116997223,Export--US to China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Alkaline Metals,62805,Chemical Products,6,2017,NA,19553335,Export--US to China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Hydrochloric Acid,62806,Chemical Products,6,2017,NA,2002241,Export--US to China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Sulfuric Acid,62807,Chemical Products,6,2017,NA,131901,Export--US to China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Nitric Acids,62808,Chemical Products,6,2017,NA,315172,Export--US to China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Phosphoric Acid,62809,Chemical Products,6,2017,NA,327716,Export--US to China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Boron,62810,Chemical Products,6,2017,NA,25597488,Export--US to China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Other Inorganic Acids,62811,Chemical Products,6,2017,NA,31664247,Export--US to China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Halides,62812,Chemical Products,6,2017,NA,6321159,Export--US to China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Nonmetal Sulfides,62813,Chemical Products,6,2017,NA,9192,Export--US to China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Ammonia,62814,Chemical Products,6,2017,NA,4302495,Export--US to China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Sodium or Potassium Peroxides,62815,Chemical Products,6,2017,NA,2377460,Export--US to China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Magnesium Hydroxide and Peroxide,62816,Chemical Products,6,2017,NA,1127756,Export--US to China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Zinc Oxide and Peroxide,62817,Chemical Products,6,2017,NA,883061,Export--US to China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Aluminium Oxide,62818,Chemical Products,6,2017,NA,44190954,Export--US to China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Manganese Oxides,62820,Chemical Products,6,2017,NA,242757,Export--US to China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Iron Oxides and Hydroxides,62821,Chemical Products,6,2017,NA,8793378,Export--US to China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Cobalt Oxides and Hydroxides,62822,Chemical Products,6,2017,NA,59713,Export--US to China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Titanium Oxides,62823,Chemical Products,6,2017,NA,337567,Export--US to China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Inorganic Salts,62825,Chemical Products,6,2017,NA,38217252,Export--US to China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Fluorides,62826,Chemical Products,6,2017,NA,4305937,Export--US to China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Chlorides,62827,Chemical Products,6,2017,NA,8676399,Export--US to China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Hypochlorites,62828,Chemical Products,6,2017,NA,433484,Export--US to China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Chlorates and Perchlorates,62829,Chemical Products,6,2017,NA,265487,Export--US to China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Sulfides,62830,Chemical Products,6,2017,NA,1905642,Export--US to China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Sulfites,62832,Chemical Products,6,2017,NA,13522,Export--US to China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Sulfates,62833,Chemical Products,6,2017,NA,12989223,Export--US to China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Nitrites and Nitrates,62834,Chemical Products,6,2017,NA,8568449,Export--US to China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Phosphinates and Phosphonates,62835,Chemical Products,6,2017,NA,9999744,Export--US to China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Carbonates,62836,Chemical Products,6,2017,NA,36486337,Export--US to China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Cyanides,62837,Chemical Products,6,2017,NA,730970,Export--US to China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Silicates,62839,Chemical Products,6,2017,NA,4545171,Export--US to China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Borates,62840,Chemical Products,6,2017,NA,129271256,Export--US to China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Oxometallic or Peroxometallic Acid Salts,62841,Chemical Products,6,2017,NA,3974426,Export--US to China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Other Inorganic Acids Salts,62842,Chemical Products,6,2017,NA,10005929,Export--US to China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Precious Metal Compounds,62843,Chemical Products,6,2017,NA,16456404,Export--US to China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Radioactive Chemicals,62844,Chemical Products,6,2017,NA,9278441,Export--US to China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Other Isotopes,62845,Chemical Products,6,2017,NA,25996351,Export--US to China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Rare-Earth Metal Compounds,62846,Chemical Products,6,2017,NA,5047047,Export--US to China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Hydrogen peroxide,62847,Chemical Products,6,2017,NA,806544,Export--US to China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Carbides,62849,Chemical Products,6,2017,NA,1321597,Export--US to China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Hydrides and other anions,62850,Chemical Products,6,2017,NA,50404595,Export--US to China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Compounds, inorganic or organic, of mercury, excluding amalgams",62852,Chemical Products,6,2017,NA,26225,Export--US to China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Other inorganic compounds,62853,Chemical Products,6,2017,NA,14676142,Export--US to China
Organic chemicals,629,Acyclic Hydrocarbons,62901,Chemical Products,6,2017,NA,167951806,Export--US to China
Organic chemicals,629,Cyclic Hydrocarbons,62902,Chemical Products,6,2017,NA,591275284,Export--US to China
Organic chemicals,629,Halogenated Hydrocarbons,62903,Chemical Products,6,2017,NA,138808844,Export--US to China
Organic chemicals,629,"Sulfonated, Nitrated or Nitrosated Hydrocarbons",62904,Chemical Products,6,2017,NA,8149658,Export--US to China
Organic chemicals,629,Acyclic Alcohols,62905,Chemical Products,6,2017,NA,283119185,Export--US to China
Organic chemicals,629,Cyclic Alcohols,62906,Chemical Products,6,2017,NA,27870862,Export--US to China
Organic chemicals,629,Phenols,62907,Chemical Products,6,2017,NA,92578692,Export--US to China
Organic chemicals,629,Phenol Derivatives,62908,Chemical Products,6,2017,NA,25811255,Export--US to China
Organic chemicals,629,Ethers,62909,Chemical Products,6,2017,NA,112203487,Export--US to China
Organic chemicals,629,Epoxides,62910,Chemical Products,6,2017,NA,18205510,Export--US to China
Organic chemicals,629,Acetals and Hemiacetals,62911,Chemical Products,6,2017,NA,119225,Export--US to China
Organic chemicals,629,Aldehydes,62912,Chemical Products,6,2017,NA,23184329,Export--US to China
Organic chemicals,629,Ketones and Quinones,62914,Chemical Products,6,2017,NA,30367030,Export--US to China
Organic chemicals,629,Saturated Acyclic Monocarboxylic Acids,62915,Chemical Products,6,2017,NA,66231198,Export--US to China
Organic chemicals,629,Unsaturated Acyclic Monocarboxylic Acids,62916,Chemical Products,6,2017,NA,25621577,Export--US to China
Organic chemicals,629,Polycarboxylic Acids,62917,Chemical Products,6,2017,NA,37811031,Export--US to China
Organic chemicals,629,Carboxylic Acids,62918,Chemical Products,6,2017,NA,17810101,Export--US to China
Organic chemicals,629,Phosphoric Esters and Salts,62919,Chemical Products,6,2017,NA,4321794,Export--US to China
Organic chemicals,629,Other Esters,62920,Chemical Products,6,2017,NA,21102865,Export--US to China
Organic chemicals,629,Amine Compounds,62921,Chemical Products,6,2017,NA,142472439,Export--US to China
